ASIN,Customer feedback sentiment,Feedback Topic,Topic mentions in Category,Topic mentions in top selling products,Topic mentions in ASIN,Customer feedback examples
B09PJMQ24C,negative,no brand mentioned,142,54,1,do not verify
B0B18GGWX5,positive,value for money,8601,2240,1,it should be in reasonable price
B0B7XKHB27,negative,material is not good,6393,2458,1,poor material
B083Y1CZCL,negative,not as shown in picture,13786,4341,3,"they dont look like pics shown,product not match,item doesnt match website description"
B08NYMRBYY,negative,dirty and old product,334,97,1,the color is different it looks very old and dirty
B08NYMRBYY,negative,doesn't suit me,1911,576,1,not good
B08QL6VK6H,negative,zip is not working,1927,595,2,"zips is not working for one bag,no proper zip"
B09BND6XNK,negative,product doesn't look good,9218,3091,3,"not good looks,acha nahi hai,not good product not comfort"
B09HSCK9K5,negative,local product,158,35,1,local product
B09PJMQ24C,negative,not sturdy,481,148,2,"not nice inside,not attractive"
B0B18FMNG4,negative,old bag,695,185,1,this product is too old
B0B18FMNG4,negative,quality is not worth,271,115,1,not worth to money
B0B7XL9PT3,negative,color not same,903,280,1,does not look what i saw color is different
B07CRJJV1V,positive,looks good from outside,116,52,1,it looks good from outside
B07TTH6ZDX,positive,value for money,8601,2240,2,"it is value for money,value for money"
B083Y19MMJ,negative,color is different from pic,597,213,2,"color not match as per photo,color is not as per photo and quality of bag not as per description"
B083Y1F9B2,negative,size issues,29856,9059,4,"received product size is too small and incomplete zipped,its zig is too small,size is to small to me but product is good,small product"
B08T7BDMZM,negative,dull color,1638,414,4,"the product did not come as shown it is dull colors,product not good color is dull,color is dull compared to pictures in site,color looks very dull"
B09N3LZYHF,negative,upset with this situation,99,39,2,"we are so upset for your returning process,very disappointed"
B083XZHL6H,negative,light color,340,80,1,color was so light and it had only one zip
B083XZK6RJ,negative,button is broken,89,34,1,broken button
B08NYMRBYY,negative,hole in bag,353,126,1,one of the big bag has hole
B08NYMRBYY,positive,looks stylish,1579,331,1,the quality of the product the space the look its totally classy
B08NYMRBYY,positive,value for money,8601,2240,7,"the best quality you can get under this price,its value for money product quality good,nice worth if money,value for money,wow good product worth to buy"
B08QL6VK6H,negative,chain is not working,489,155,1,material received - not up to mark chain are not easy to access key ring was separated damaged one items was damaged
B08T7BDMZM,negative,torn from many places,77,32,2,"items are torn,the item is not stitched properly in some places it is torn items finishing is not done properly and some of its parts are missing"
B09HSCK9K5,negative,fake product,1665,379,1,does not seem to be original
B09N3LZYHF,negative,doesn't up to mark,1526,493,12,"not at all up to mark,it is not up to the mark as expected,not up to mark,not up to the mark as expected,dont this"
B09PJMQ24C,negative,chain is broken,417,140,1,torn handle cable
B0B7XF38T8,negative,size issues,29856,9059,1,i need large so sorry
B0BTJ4C92R,negative,bad quality,6425,2142,2,"quality is not good,not good quality"
B083Y1392Q,negative,less space,226,82,2,"its not enough space for me,there is no compartment in bag and there no sufficient space in the bad"
B09966LHB7,negative,size issues,29856,9059,1,length is too small
B09N3K2ZCP,negative,color faded,719,222,16,"it look product is used already and also color is removed from product,color is faded and threads are coming out,color faded and also look like used,color faded and color change,even color is fading"
B09N3K2ZCP,positive,original product,178,27,2,"quality fine but my wife reject,product is real very good texture quality color"
B09N3LZYHF,negative,doesn't suit me,1911,576,8,"not good for me,not acceptable,not worth,not good,not good"
B09PJMQ24C,negative,order not complete,40,13,2,"my order does not look that was see,no matching with order"
B09VZ8GP4V,negative,dirty and old product,334,97,1,old prodect
B083Y1F9B2,positive,looks nice,6968,1539,1,very nice fabulous
B08T7BDMZM,negative,doesn't fulfill my requirement,328,110,3,"it doesnt fulfill our requirement,not fit for me as per required,doesnt fit the requirements"
B09DGMKBYZ,negative,color not good,3789,1225,1,color is not good and big gaps between zips
B09DGP2H52,negative,short length,551,155,1,this item is too short
B09DGP2H52,positive,sling bag,216,19,1,it has a detachable and adjustable sling strap which is very convenient if u wish to carry it as a sling bag
B09N3K2ZCP,negative,looks like already used,97,31,1,very bad in condition and looks like it is already used by someone
B0B7XJHFXJ,positive,value for money,8601,2240,1,value for money quality also very good worth able superb product thanks amazon
B0BTJ2THK3,negative,doesn't up to mark,1526,493,1,no
B07TTH6ZDX,negative,not as shown in picture,13786,4341,1,different product
B0824QC1H4,positive,looks stylish,1579,331,2,"classy looks,looked classy in the picture but it is of low quality when received"
B083XZK6RJ,negative,quality is not worth,271,115,2,"quality is not good,out of 4 1 bag is missing and the quality is compromised"
B083XZK6RJ,negative,waste of money,3228,903,33,"the complete waste of money for the product,according to price product bilkul bhi achha nahi hai,i have seen better price available,waste of money on this item,waste of money and time"
B08T7BDMZM,negative,zip not available,320,90,1,zip is incomplete
B09N3LZYHF,negative,doesn't fulfill my requirement,328,110,1,not as per our requirement
B07P66YQ3L,negative,not as shown in picture,13786,4341,32,"doesnt appear like the way in the picture,it is not looking as in picture,its not same as shown in image,not as shown in the picture,it is not looking as showed"
B0824QC1H4,negative,zip is broken,898,253,1,its zip are broken
B08NYMRBYY,negative,bag is torn,1721,552,4,"one of the small purse is torn,bag was torned,the product was torn when it reached to me,product was torned"
B08NYMRBYY,negative,chain is broken,417,140,1,chain damaged
B08S2TRL5L,negative,button is not working,138,62,1,buttons are not working
B09DGMKBYZ,negative,zip quality,1317,457,1,zip damaged
B09DX9H63B,negative,not comfortable,1451,603,1,dont look good
B09PJMZ7XF,negative,no safety,114,38,1,very low quality product the but is no fixing
B09PJMZ7XF,negative,smaller bag,415,119,1,the bags are much smaller in size than i had expected
B083Y19MMJ,negative,not comfortable,1451,603,1,this is not comfortable
B083Y19MMJ,negative,product doesn't look good,9218,3091,25,"does not look good to me,not look good on me and quality is not good,not good to me,not look good me,not look good"
B083Y1F9B2,negative,one pocket,179,86,1,when i ordered its look like multiple pocket in side but its only single pocket so i return it
B08QL6VK6H,negative,thin material,211,59,1,material is very thin
B09N3K2ZCP,negative,handle is coming off,51,16,2,"it has a handle mark on its body,handles are out"
B09N3K2ZCP,positive,look wise,183,41,1,look wise its good
B0B7XLF2JM,negative,stitches are loose,64,28,1,stitches are loose coming off at some edges
B07P66YQ3L,positive,leather quality,910,167,1,good quality leather bags under great price
B08NYMRBYY,negative,dull color,1638,414,5,"quality is poor and color is dull and faded the color also does not match the photo,very very dull color in real,looks dull in actual light,color of the bag is very dull,color is full dull"
B09DX9H63B,negative,looks like old stock,208,44,1,like old stock
B09G6VB6DP,negative,bag is torn,1721,552,1,all are teared
B09N3K2ZCP,negative,doesn't suit me,1911,576,27,"its not good for me,not suitable for me,not good for me,does not perfect for me,looking is no good"
B09N3LZYHF,positive,leather quality,910,167,2,"quality of leather and stitching is not good will not last long,this product is not good leather quality and stitching of product poor"
B09PJMM2XM,positive,good color,1950,422,1,the product quality is very good and i like the color very much and very good for gifting someone at this price range
B07P66YQ3L,negative,color not same,903,280,2,"color also not proper as per images,color is not matching with photo"
B08NYMRBYY,negative,not match the style,1073,474,2,"not looks good,not looking good"
B09N3LZYHF,negative,dark color,272,89,1,dark spots on
B083Y19MMJ,negative,no inner lining,398,138,1,no compartments
B08QL6VK6H,positive,value for money,8601,2240,2,"value for money,just i spent my money on something not a good"
B09DGMKBYZ,negative,black stains on bag,551,188,1,the bag big one has black marks of its handle all over it
B09N3K2ZCP,negative,old bag,695,185,20,"one of the bag is second hand or it is old,clearly shows its an old bag,product is looking very old and not as shown in the pic,there is a fold line on the product so the product looks old,product quantity is very poor and cheap and its look like old product"
B09N3LZYHF,negative,chain quality,284,95,1,the bag is not proper the chains are of worse quality
B09VZ8GP4V,negative,small pockets,231,70,2,"bag is small in size,bag is small"
B0B2K83BT3,negative,torn from inside,182,65,1,product quality is worse and broken from inside
B083Y1392Q,negative,doesn't suit me,1911,576,1,its not worth
B08T7BDMZM,negative,finishing is not good,872,317,8,"finishing is not good,finishing is not good from inside,its so worst,finishing bad,bad quality"
B0974S6R81,negative,zip is not closing,124,42,1,would like to return the same as product quality not good and zip also not closing the bag completed
B09N3LZYHF,positive,value for money,8601,2240,5,"at price of 500 / - it is very good quality,its totally value for money,its good for money,very good quality but in one bag it is bit damaged like 2 dots but its ok bag is nice as expected and affordable cost,the item quality was ok for its price but the product was a bit damaged from different parts"
B09PJMM2XM,negative,zip quality,1317,457,4,"zip is not good product quality is very bad,zip quality not as expected,zip problem,poor zipper"
B09PJMQ24C,positive,good style,206,56,1,it is an amazing item
B0B18FMNG4,negative,not new,61,23,1,its not brand new
B0B7BCZ67B,negative,material is not good,6393,2458,5,"material quality is not to good to use in regular uses,material is not good,item is poor quality,poor material quality,poor material"
B083XZLNYK,positive,value for money,8601,2240,1,reasonable price but bit delicate
B08NYPH9FS,negative,hook is broken,121,43,1,hook broken
B08S2TRL5L,negative,chain quality,284,95,1,due to single chain bag
B08S2TRL5L,negative,zip quality,1317,457,3,"poor quality and zip,bags zip poor,the zip of the big bag is of no use"
B08T7BDMZM,negative,color faded,719,222,1,also products color gone and corroded
B09DGP2H52,negative,compartments inside the bag,681,242,1,its very bad and there is no lining inside the bag
B09N3LZYHF,negative,smaller bag,415,119,2,"all bags are small in size than expected,the buckle is badly placed and there is color difference between outer and the smaller bags"
B0B2K83BT3,negative,color design,1103,288,1,poor quality and color cheng
B0B79WLSY8,negative,zip is not working,1927,595,1,zipper is not proper
B0B7XJHFXJ,negative,material is not good,6393,2458,4,"material is not good,material quality is not up to the mark,dont like the material,poor quality"
B0B7XN8MJT,negative,received incomplete item,245,117,1,items missing
B0BTJ2THK3,negative,close the bag,31,5,1,so bag can not be closed fully
B07Z2YP39B,negative,looks old,2185,529,1,old fashion material
B083Y1392Q,negative,little damaged,178,69,1,few pieces are damaged
B08T7BDMZM,negative,torn within days,111,25,1,within few hours broken
B09N3K2ZCP,negative,rusted product,76,23,2,"the product has rust all over it with some stains around the back for a new product this is unacceptable,the metal is rusted"
B09N3LZYHF,negative,product has stains,670,213,22,"there are stains on the product,the product has some stains,product has stains also,product is damaged and stains on it,product having stains"
B09PJMM2XM,negative,bad smell,791,296,2,"item is very very bad,it smells bad"
B09PJMM2XM,negative,dirty product,1108,235,1,dirty and some one used
B09PJMM2XM,negative,size is not suitable,859,302,1,size is not fit
B0B18FMNG4,negative,cheap quality leather,279,125,1,the material is very cheap
B0B2K83BT3,negative,color not good,3789,1225,1,wrong color
B083XZK6RJ,negative,doesn't fulfill my requirement,328,110,1,doesnt suit my requirement
B083XZK6RJ,negative,hole in bag,353,126,4,"hole is the for bag,damaged bag received cut inchain side and hole in back side,a hole on the side portion and also the hanging chain is missing for one bag,it has holes and poor quality"
B08NYMRBYY,negative,product has stains,670,213,3,"it also had patches of stain in it,the big bag has some stain on it with a little bit of damage happened to its front side,bags are full of stains and torn at places"
B08S2TRL5L,negative,doesn't up to mark,1526,493,3,"its not up to the mark,not up to the mark,not up to mark"
B09HSCK9K5,negative,product has stains,670,213,2,"there are stains on the purse in front and back as well,few handle connectors are not working and there are stains on bag"
B0BTJ2THK3,negative,product doesn't look good,9218,3091,2,"dose not good,not good quality"
B07CCGHVWB,negative,looks old,2185,529,1,old type defective and dust
B07P73CMNF,negative,size issues,29856,9059,5,"too small when compared to the pictures,too large item than expected,its too large and not up to the mark,the bag size was small,bigger purse shape is different then shown in photo smaller purse size very small then mention on site"
B07P73CMNF,negative,zip is broken,898,253,1,zips also broken at a twice using
B07YDCWLWF,negative,leather quality,869,295,1,poor quality leather faded color and defective stitching
B083Y1392Q,negative,zip quality,1317,457,1,bag zip is damaged
B08NYPH9FS,negative,leather is coming off,209,58,1,the leather quality is yaak
B09N3K2ZCP,negative,dirty and old product,334,97,12,"product looks old with black patches here and there,very poor quality and items look very old,poor material and looks like the items are old,very old product with dust and ball pen sign,wrong color and the product looks like it is old and used"
B09N3K2ZCP,negative,dull color,1638,414,8,"very old and color is dull,the color is too dull,the color is dull and not good,the color of the bag is very dull,dull color received"
B09N3K2ZCP,negative,no match,80,28,6,"not set for us,not appropriate as described,does not meet,as per showing images there is not matching,not compatible"
B09N3K2ZCP,negative,one compartment,229,92,1,accessories are missing only 1 piece received
B09XBGNXBT,negative,bad quality,6425,2142,1,it is not of good quality very poor material and only single chain very poor material very light in material
B07P73CMNF,negative,stitching is not proper,2636,1043,3,"stitch is beg not good,stitching is not perfect,stitching is very bad"
B083XZ8JD9,negative,product doesn't look good,9218,3091,1,small size and not good
B08T7BDMZM,negative,button is broken,89,34,1,button is broken
B09N3K2ZCP,negative,black stains on bag,551,188,35,"it has black unremovable stains on the bag,there are black patches on both sides of the bag,the item was colored with black ink and the bag is damaged,there is black color strains all over the bag,bag strap color black is spread over the bag"
B09N3K2ZCP,negative,plastic bag,92,30,1,the leather has scars and the plastic is sticking out from one side
B0B18GGWX5,negative,doesn't suit me,1911,576,1,the color of the bag is also very dull and not satisfactory
B0B2K4GHMJ,negative,no tag,303,103,1,there were no labels or any tags attached to this
B0B7BCZ67B,negative,not as shown in picture,13786,4341,1,product is not the way it is shown
B0B7XN8MJT,negative,looks untidy,44,18,1,incomplete set
B083XZK6RJ,positive,shown in picture,2120,456,1,as shown in picture
B083Y1392Q,negative,bad quality,6425,2142,12,"the pic on the amazon is different and actual product is different and quality is not at all good sorry,quality are not good,not good quality change,quality is not good,not a good quality"
B09HSCK9K5,negative,bad quality,6425,2142,11,"quality is not good and some what damage,quality is not worthy,this quality not good,quality is not good,not a good quality"
B09N3LZYHF,negative,quality is not worth,271,115,2,"quality no much satisfied,not good quality"
B09N3LZYHF,positive,looks nice,6968,1539,2,"size small but nice,looking to the mrp we thought it would be a good quality and genuine deal but on receiving goods we felt its not worth the deal price also"
B0B7XF38T8,negative,zip is not working,1927,595,1,big hand bag middle zip is not fine
B0BTJ2THK3,negative,pocket is torn,99,42,1,the envelope of the parcel is torn and the fasteners element or screw of the bag is also missing
B07QV1V72M,negative,zip is broken,898,253,1,the zipper is broken
B083XZHL6H,negative,zip is not working,1927,595,1,zip not working
B083XZK6RJ,negative,bad quality,6425,2142,84,"it is not good quality and not satisfied,they doesnt look good in quality as well,quality is not good at all,not as per the proper quality,quality is not good im not satisfied"
B083Y19MMJ,negative,no zip,428,151,2,"zips doesnt have any,no zip inside"
B08T7BDMZM,negative,torn from inside,182,65,2,"from inside its torn,no pockets inside the bags and no cloth also inside"
B0974S6R81,negative,size issues,29856,9059,3,"small size,big size,small"
B09PJMZ7XF,negative,button is not working,138,62,1,buttons not good
B0B188SMH3,negative,color not same,903,280,1,color doesnt match with the picture
B07P66YQ3L,negative,looks like old stock,208,44,1,seems very old stock
B07P73CMNF,negative,torn within days,111,25,1,torn within two weeks
B07TTH6ZDX,positive,looks nice,6968,1539,1,nice but not looking like handbag looks like mini travel bag
B083XZLS6D,negative,bad quality,6425,2142,1,not have a good quality
B083Y1392Q,negative,color design,1103,288,12,"color shown and supplied different,color cheng,color shade,color is,color"
B08NYMRBYY,negative,color faded,719,222,2,"it has color fade,the product was different from the pic shown it was dirty and faded color was different as well and was old stock product"
B08T7BDMZM,negative,didn't expect this size,526,205,5,"too small as expected,size is very small and quality also is very poor,too small compared in photo,product is very small size,handbag material quality is too low and size is also too small"
B09PJMZ7XF,positive,good space,363,83,2,"sir this product not safe because this handbag chain complete but left side and right side space,sir this woman handbag not safe because small chain left and right side space may be not sufficient"
B09VZ8GP4V,negative,short length,551,155,1,bag is wide but the length is too small
B0B7XF38T8,negative,no brand mentioned,142,54,1,not received
B07RPY7XTW,positive,shown in picture,2120,456,1,same as in picture
B083Y1CZCL,negative,waste of money,3228,903,1,totally waste of money
B08NYPH9FS,negative,stitching is not proper,2636,1043,1,didnt like the stitching
B08T7BDMZM,negative,damaged or torn,125,60,3,"item is damaged / torn,item is torn,quality is not good and torn also"
B0974S6R81,negative,rusted product,76,23,1,the metal in the strap is rusted
B09PJMM2XM,negative,color design,1103,288,1,very poor quality and color not black fake color
B09PJMZ7XF,negative,narrow product,761,313,3,"small size no good look,very small,small"
B0B18FMNG4,negative,color faded,719,222,1,color is faded
B07P66YQ3L,positive,shown in picture,2120,456,3,"we received as shown in image,as like picture but stuff is time pass,the product looks nice in the picture but the quality is so bad and very disappointing"
B083XZ8JD9,negative,size issues,29856,9059,3,"small size and not good,size not excepted,size is large i am not comfortable"
B083XZK6RJ,negative,strap is not good,380,102,1,sling bag strap is broken
B083Y19MMJ,negative,leather quality,869,295,1,the leather is of worst quality
B083Y19MMJ,negative,waste of money,3228,903,4,"waste of money waste of time,the quality is not good and find it not worth money,poor quality in this price,waste of money"
B08S2TRL5L,negative,bed quality,185,63,1,bed quality chief product
B08T7BDMZM,positive,chain quality,85,10,1,hanging chain very good
B09PJMZ7XF,negative,purse design,168,68,1,bad material
B0B18CN68L,negative,finishing is not good,872,317,1,worst quality
B08NYPH9FS,negative,zip quality,1317,457,1,poor quality zips
B09DGP2H52,positive,good condition,191,61,1,good
B09DXC8HSL,negative,finishing is not good,872,317,1,poor quality finishing not good also
B09N3K2ZCP,negative,not match the style,1073,474,23,"it is not look so good and it is not need longer,not look good on me,does not look good,does not look good,doesnt good on me"
B09PJMQ24C,negative,looks old,2185,529,4,"product is old,pathetic product old,very old and rusted bag handles,old"
B09HSCK9K5,negative,doesn't up to mark,1526,493,1,no
B09N3LZYHF,negative,not genuine,214,64,4,"not ok,not good,not good,not good"
B09PJMM2XM,positive,material quality,1919,484,1,very beautiful hand bag the quality and material is also good
B09PJMQ24C,negative,color not shiny,241,83,1,its not matched with original color
B0B18FMNG4,negative,narrow product,761,313,1,small
B0B18GGWX5,negative,chain quality,284,95,1,its is as usual but inside no more options to keep thing or money no more pocket and chain are given inside the bag
B07P73CMNF,negative,size is not suitable,859,302,1,this handbag is different and model also not correct size also not good and this handbag is not pu leather
B083XZK6RJ,negative,torn from many places,77,32,1,we got torn item and which is used
B083Y1CZCL,negative,bad smell,791,296,1,smelling so bad
B08T7BDMZM,negative,old bag,695,185,3,"product look old,old quality,old product"
B09PJMQ24C,negative,bag is faded,61,29,1,color is faded in one side of the bag
B09PJMZ7XF,positive,good style,206,56,1,very pretty
B07CCFYTJT,negative,size issues,29856,9059,2,"too small size,the bag is too small also not good quality"
B09DGP2H52,positive,looks stylish,1579,331,2,"it looks extremely classy in real,must say fargo bags never compromise on quality and at the same time they make sure to keep it stylish and classic"
B09N3K2ZCP,negative,good as pic,211,87,3,"the quality is not good as its shown in picture,the quality is not good as shown in the picture,it is also a bit damaged and does not look that good as in pictures"
B09N3K2ZCP,positive,can blindly go,29,7,1,such an beautiful yet very classy bass and also in this range you should go for this product blindly
B09PJMQ24C,negative,one zip,268,126,1,it has only one zip
B0B2K83BT3,positive,value for money,8601,2240,2,"its worth of price and same as shown in the picture,the product design is good but quality of it not nice can except good quality at that price"
B0BTJ4C92R,negative,stitching is not proper,2636,1043,1,item is damaged and stitch is not proper on the bag
B083Y19MMJ,negative,zip not available,320,90,1,zip not available
B083Y1CZCL,negative,zip not fully covered,293,96,1,not good for looking the bag not full cover with zip and attatched additional pocket with bag
B083Y1F9B2,negative,not what i am looking for,65,21,1,as per not looking
B08NYMRBYY,negative,strap is not good,380,102,1,stitches in handle are so poor
B0974S6R81,negative,stitching is not proper,2636,1043,1,poor material and small size poor stitches
B09DGMKBYZ,negative,one zip,268,126,1,all are single zips small size and not proper stitch finishes doest looks like premium one not up to its expectations
B09PJMM2XM,negative,not match the style,1073,474,3,"does not look good,does not look good,does not look good"
B07P66YQ3L,negative,bag is torn,1721,552,7,"the pocket inside the handbag is torn,handle of the bag is torned 3,sling bag is tored from bottom,purse leather is torn and damaged,bag is torn"
B083XZK6RJ,negative,leather quality,869,295,7,"the leather looks bad and not up to the required quality,the quality of the leather is really poor,the product leather is not good,leather quality is not good,poor leather quality"
B083XZLNYK,positive,leather quality,910,167,1,loved it actually i have got it to gift my frnd but its like i want it now leather is too good quality and color is also nice
B083Y1392Q,negative,material is not good,6393,2458,19,"poor material and quality is not good,material quality is not good,item is not good and damaged pis,material quality not good,material not good"
B08T7BDMZM,negative,color design,1103,288,3,"the color and shining missing,color,pathetic quality change in color"
B08T7BDMZM,negative,heavy weight product,1158,369,1,it is too heavy and very less pocket
B09DX9H63B,negative,leather quality,869,295,1,leather quality is poor
B09N3LZYHF,positive,good condition,191,61,2,"very good,looking to the mrp we thought it would be a good quality and genuine deal but on receiving goods we felt its not worth the deal price also"
B09PJMQ24C,negative,not comfortable,1451,603,7,"does not good look,does not look good,does not look good,seems not look great,look not good"
B0B188SMH3,negative,damaged or torn,125,60,2,item is torn
B0B188SMH3,negative,short length,551,155,1,is too short in size
B0B2K83BT3,negative,zip is not working,1927,595,3,"zipper / strap was not working so i need to return it,not fully covered to use on zipper side,zipper not working very poor quality"
B0B7XN8MJT,negative,narrow product,761,313,1,very smaller
B07TTH6ZDX,negative,zip is broken,898,253,1,zipper is broken
B083XZHL6H,negative,compartments inside the bag,681,242,2,"bags has no pockets like image and color is different,also hand bag has no any inner pockets"
B083XZK6RJ,negative,no compartments,183,76,3,"no compartments in bag no sacks no outer sack,had no pockets or partition,no shelves are there"
B083XZK6RJ,negative,stitching is torn,178,64,2,"one of its strip is torn,stitches are torn"
B083Y1F9B2,negative,compartments inside the bag,681,242,2,"no chains inside the purse,no cash pockets inside any purse"
B08NYMRBYY,negative,color design,1103,288,3,"color alag hai,color,the color and quality is not good"
B08NYPH9FS,negative,bad quality,6425,2142,14,"quality is not good as required no need,sorry the quality does not felt good,quality is not good,quality was not good,its quality not good"
B08NYPH9FS,negative,cheap quality leather,279,125,2,"felt like its cheap leather,this quality is very cheap"
B08T7BDMZM,negative,zip is broken,898,253,1,zip of bag broken issuing
B09DGP2H52,negative,used product,1192,381,3,"this product is not as per my expectations it seems to be used product,looks like a used bag,the product is used and it is not exactly the same as shown in the pic"
B09HSCK9K5,negative,no brand mentioned,142,54,1,different from the model image no side no back poor quality
B0B7XL9PT3,negative,bag handle not attached,81,26,1,the bag leader is not good
B07P66YQ3L,negative,doesn't up to mark,1526,493,1,not up to the mark
B083XZK6RJ,positive,stylish and comfortable,62,16,1,the bags in the picture look nice stiff and classy
B08NYMRBYY,negative,dust on product,192,32,1,bag consists more dirt
B08T7BDMZM,negative,color not shiny,241,83,1,not like color different color
B09N3LZYHF,negative,narrow product,761,313,6,"the small one is to much short not like in picture,to small,small size,size small but nice,small"
B09XBFRDTN,negative,not match the style,1073,474,1,not looks good
B0B18CN68L,negative,smaller bag,415,119,1,the handle of the purse is torn and the size of the bag is much smaller than it appeared on the website
B0B7XM5L2N,negative,bag is torn,1721,552,1,big bag is torn
B07P73CMNF,positive,value for money,8601,2240,5,"especially this product quality is good in better cost,i got nice product under reasonable price,good quality with affordable price,value for money,price is reasonable but low quality"
B07QV1V72M,positive,value for money,8601,2240,8,"very nice and quality wise superior at this price range,is worth it value for money product,really so good value for money,good value for money,good quality for price"
B083XZHL6H,negative,size issues,29856,9059,3,"size is too small,size is large,it is smaller"
B083Y19MMJ,negative,narrow product,761,313,1,too small
B08T7BDMZM,negative,broken strap,464,179,1,strap damaged torn in two places
B0974S6R81,negative,color not same,903,280,1,color not same as show the picture
B09N3LZYHF,negative,product color is not matching,56,23,3,"products color is very different from which it is shown in the image,product different quality and color,low quality bag and color is also different from the actual product shown in the image"
B07CCGHVWB,positive,value for money,8601,2240,1,good product value of the money
B07P66YQ3L,negative,stitching is damaged,260,85,1,stitching was broken
B083Y1392Q,negative,color faded,719,222,1,color is faded
B083Y1392Q,negative,color not shiny,241,83,1,color not ok
B083Y1CZCL,negative,bad quality,6425,2142,7,"quality not good,not good quality,the quality is not too good but will be okay to use for a month or so and not more than that"
B08T7BDMZM,negative,stiches are open,246,91,2,"zip not locked fully open from side corner,open from both side either lock by zipper or not"
B08T7BDMZM,negative,stitching is not proper,2636,1043,13,"stitching of the product is not good,the item is not stitched properly in some places it is torn items finishing is not done properly and some of its parts are missing,stitching is not good,stitching are showing badly,stitch quality also poor"
B08T7BDMZM,positive,value for money,8601,2240,6,"someone can easily find a far better product than this in local market within this price,yes good and value for money,it is value for money,worth for money excellent,valued for money"
B0974S6R81,negative,color not good,3789,1225,1,not okay with colors its dull
B09N3K2ZCP,negative,looks old,2185,529,22,"it looks like an old item and not a new one,product material is of old type with no finishing,the product seem old and used i dont like the product also has bad quality,look like a old product and cut,looks old one and poor quality"
B09N3K2ZCP,negative,torn from many places,77,32,2,"item is damaged and torn in multiple places,torn item received"
B09N3K2ZCP,positive,good finish,348,75,1,poor quality and finish of the product
B0B2K83BT3,negative,size issues,29856,9059,18,"the size is too small as shown in the display picture,size is very small from the website,size is too small and not as mentioned in the picture,size is small compared to description of item,item is too small"
B07C6HNCM2,negative,size issues,29856,9059,1,small size
B07YDCWLWF,negative,not as shown in picture,13786,4341,3,"its not the same product as described in images,poor quality material shredding from inside does not match the pic shown,the product is not matching with product"
B083XZK6RJ,negative,no inner lining,398,138,2,"no grip at all,no inside bifurcation"
B08NYMRBYY,negative,black stains on bag,551,188,1,there are black spot on the bag and also little torn on the side need a replacement
B08T7BDMZM,negative,stitching is open,158,53,1,lock broken open stitch and rust chain
B09N3K2ZCP,negative,looks like old stock,208,44,3,"it is used or old damaged stock,looks like old stock,products looks old stock very poor quality"
B09N3K2ZCP,negative,zip is not working,1927,595,18,"the zip is not working of the item and its also damaged inside,zips are not available to me I am not satisfy,zip is not working and small bag is torn,expecting zips but it doesnt have proper zips for closing,zip is even not working properly"
B09N3LZYHF,negative,cheap quality leather,279,125,4,"no finishing and golden color was very cheap,the quality is very cheap,plus the material is cheap,quality of material is cheap"
B0B7XN8MJT,negative,product doesn't look good,9218,3091,1,not good
B07BH3R4MM,positive,value for money,8601,2240,1,best product loved the bag itsbeen more than 8 months using it still looks like new good stitching and perfect worth buying
B07P73CMNF,negative,finishing is not good,872,317,1,items are not matching to requirements and finishing is not good
B083XZHL6H,negative,product doesn't look good,9218,3091,7,"does not look good to me,does not look good on me,not looking good,not good"
B09DGMKBYZ,negative,ordered another one,115,37,1,i ordered 5 in one but received only 3
B09N3K2ZCP,negative,compartments inside the bag,681,242,10,"no more compartments inside the purse,there is no pocket in the bags and its making me a discomfort,material quality is not up to mark and no separate room provided in bags,size small and no more folder in the bag,these bags doesnt have any pockets"
B09N3LZYHF,negative,broken strap,464,179,4,"the product is dirty and seems used as well as the strap is broken,hook of the strap is broken,strap is torn,product is good but strap is damaged"
B09PJMQ24C,negative,leather quality,869,295,1,poor quality leather
B0B7XLF2JM,negative,finishing is not good,872,317,1,bad service
B07Z2YP39B,negative,bad quality,6425,2142,2,"quality not good,not good quality"
B08T7BDMZM,negative,lock is broken,76,25,2,"lock broken open stitch and rust chain,small bag tornede lock broken"
B08T7BDMZM,positive,looks nice,6968,1539,5,"looking is good but quality is not better,in application it looks attractive but actual item not looking as good,it is very nice but this is very small,looking good but material is not nice,nice"
B09N3K2ZCP,negative,bag is torn,1721,552,16,"the big bag is torn from side,the big bag s zip holder is torn,biggest bag is torn on one side,the buckle on the of the bag is torn,bag is torn and damaged"
B07P73CMNF,negative,dull color,1638,414,3,"no poor quality and so dull color,very dull color,color is dull faded stitching is poor"
B08QL6VK6H,negative,not match the style,1073,474,1,not looking good
B09DGMKBYZ,negative,dull color,1638,414,4,"dull so i return this pieces s,the color looks dull in real,color is dull,very dim color"
B09N3K2ZCP,negative,inside damage,47,17,2,"damaged product cut inside,the zip is not working of the item and its also damaged inside"
B09N3LZYHF,positive,nice small bag,149,34,1,the small ones in the inside were also very good and it had strange marks caused due to poor packaging
B09XBF2ZJ8,negative,color not good,3789,1225,1,color is not good
B09XBFBS2D,positive,look wise,183,41,1,look wise good but within a month i just used it 2 or 3 times and now its just in a pathetic condition
B07P66YQ3L,negative,looks worn,138,28,1,the hand back is worn out and looks like an used one
B083Y19MMJ,negative,zip inside the bag,239,113,1,dont have any zips in this bag
B08NYPH9FS,negative,not sturdy,481,148,1,product is not good poor quality not spacious
